Timestamp,Open,High,Low,Close
2023-04-09 21:00:00,27906.67000000,27941.77000000,27906.67000000,27924.27000000
2023-04-09 20:00:00,27896.97000000,27930.10000000,27876.68000000,27906.68000000
2023-04-09 19:00:00,27891.91000000,27942.55000000,27890.75000000,27896.98000000
2023-04-09 18:00:00,27866.48000000,27918.26000000,27835.26000000,27891.91000000
2023-04-09 17:00:00,27905.62000000,27925.01000000,27800.00000000,27866.49000000
2023-04-09 16:00:00,27930.07000000,27930.08000000,27873.46000000,27905.62000000
2023-04-09 15:00:00,27930.20000000,27973.39000000,27919.40000000,27930.07000000
2023-04-09 14:00:00,27893.23000000,27949.99000000,27866.87000000,27930.20000000
2023-04-09 13:00:00,27898.59000000,27914.29000000,27861.55000000,27893.22000000
2023-04-09 12:00:00,27881.65000000,27938.86000000,27881.64000000,27898.58000000
2023-04-09 11:00:00,27903.01000000,27922.31000000,27800.00000000,27881.64000000
2023-04-09 10:00:00,27880.12000000,27915.34000000,27840.51000000,27903.02000000
2023-04-09 09:00:00,27999.25000000,27999.25000000,27851.00000000,27880.13000000
2023-04-09 08:00:00,28037.38000000,28067.46000000,27991.43000000,27999.25000000
2023-04-09 07:00:00,28027.71000000,28041.06000000,28010.00000000,28037.39000000
2023-04-09 06:00:00,28036.31000000,28054.01000000,28018.63000000,28027.71000000
2023-04-09 05:00:00,28077.78000000,28083.45000000,28031.08000000,28036.30000000
2023-04-09 04:00:00,28036.76000000,28082.10000000,28030.00000000,28077.78000000
2023-04-09 03:00:00,27938.38000000,28075.00000000,27924.90000000,28036.76000000
2023-04-09 02:00:00,27937.77000000,27987.41000000,27927.71000000,27938.38000000
2023-04-09 01:00:00,27929.80000000,27951.00000000,27885.86000000,27937.77000000
2023-04-09 00:00:00,27911.70000000,27935.09000000,27900.44000000,27929.80000000
2023-04-08 23:00:00,27924.13000000,27955.00000000,27911.41000000,27911.69000000
2023-04-08 22:00:00,27904.37000000,27952.17000000,27875.96000000,27924.13000000
2023-04-08 21:00:00,27935.11000000,27955.00000000,27872.11000000,27904.38000000
2023-04-08 20:00:00,28002.52000000,28017.04000000,27897.26000000,27935.11000000
2023-04-08 19:00:00,28014.71000000,28020.00000000,27995.93000000,28002.53000000
2023-04-08 18:00:00,28027.66000000,28028.70000000,27985.38000000,28014.70000000
2023-04-08 17:00:00,28020.66000000,28057.00000000,28010.40000000,28027.67000000
2023-04-08 16:00:00,27987.58000000,28046.26000000,27970.08000000,28020.66000000
2023-04-08 15:00:00,28016.09000000,28032.08000000,27950.00000000,27987.57000000
2023-04-08 14:00:00,28011.61000000,28032.64000000,27990.57000000,28016.09000000
2023-04-08 13:00:00,28032.49000000,28034.68000000,27994.70000000,28011.62000000
2023-04-08 12:00:00,28025.53000000,28062.28000000,28013.15000000,28032.49000000
2023-04-08 11:00:00,28086.22000000,28114.94000000,28018.61000000,28025.53000000
2023-04-08 10:00:00,28113.13000000,28122.38000000,28063.89000000,28086.22000000
2023-04-08 09:00:00,28140.91000000,28152.57000000,28086.28000000,28113.12000000
2023-04-08 08:00:00,27984.97000000,28154.99000000,27979.03000000,28140.92000000
2023-04-08 07:00:00,28023.39000000,28040.72000000,27974.14000000,27984.98000000
2023-04-08 06:00:00,27956.77000000,28059.39000000,27939.46000000,28023.39000000
2023-04-08 05:00:00,27903.24000000,27965.76000000,27902.95000000,27956.76000000
2023-04-08 04:00:00,27880.26000000,27935.15000000,27880.02000000,27903.24000000
2023-04-08 03:00:00,27906.34000000,27919.61000000,27859.02000000,27880.27000000
2023-04-08 02:00:00,27955.99000000,27973.04000000,27894.32000000,27906.33000000
2023-04-08 01:00:00,27891.13000000,27980.74000000,27864.99000000,27955.99000000
2023-04-08 00:00:00,27864.21000000,27909.27000000,27858.30000000,27891.13000000
2023-04-07 23:00:00,27897.51000000,27922.99000000,27839.02000000,27864.20000000
2023-04-07 22:00:00,27891.76000000,27905.15000000,27869.26000000,27897.52000000
2023-04-07 21:00:00,27911.50000000,27930.00000000,27874.13000000,27891.77000000
2023-04-07 20:00:00,27879.30000000,27941.11000000,27879.30000000,27911.51000000
2023-04-07 19:00:00,27944.09000000,27953.47000000,27856.00000000,27879.30000000
2023-04-07 18:00:00,27914.64000000,27954.51000000,27907.69000000,27944.10000000
2023-04-07 17:00:00,27896.92000000,27984.75000000,27893.26000000,27914.64000000
2023-04-07 16:00:00,27892.63000000,27929.37000000,27833.97000000,27896.93000000
2023-04-07 15:00:00,27840.89000000,27981.00000000,27800.00000000,27892.63000000
2023-04-07 14:00:00,27933.36000000,27935.98000000,27800.00000000,27840.90000000
2023-04-07 13:00:00,27869.48000000,27961.67000000,27861.38000000,27933.36000000
2023-04-07 12:00:00,27816.76000000,27894.99000000,27790.10000000,27869.48000000
2023-04-07 11:00:00,27839.79000000,27937.82000000,27785.00000000,27816.76000000
2023-04-07 10:00:00,27960.09000000,27960.10000000,27766.94000000,27839.78000000
2023-04-07 09:00:00,27980.00000000,27984.75000000,27900.00000000,27960.09000000
2023-04-07 08:00:00,28021.77000000,28021.77000000,27863.23000000,27980.00000000
2023-04-07 07:00:00,28038.67000000,28062.73000000,27999.90000000,28021.77000000
2023-04-07 06:00:00,28017.22000000,28049.84000000,27979.75000000,28038.66000000
2023-04-07 05:00:00,28056.51000000,28072.94000000,27926.52000000,28017.22000000
2023-04-07 04:00:00,28097.99000000,28098.20000000,28036.63000000,28056.51000000
2023-04-07 03:00:00,28033.83000000,28100.00000000,27998.04000000,28097.99000000
2023-04-07 02:00:00,28007.87000000,28055.62000000,28007.86000000,28033.82000000
2023-04-07 01:00:00,27989.15000000,28008.43000000,27900.00000000,28007.86000000
2023-04-07 00:00:00,27975.85000000,28052.80000000,27957.04000000,27989.16000000
2023-04-06 23:00:00,28017.77000000,28121.87000000,27966.00000000,27975.85000000
2023-04-06 22:00:00,27963.34000000,28056.67000000,27950.90000000,28017.77000000
2023-04-06 21:00:00,28041.41000000,28094.41000000,27954.06000000,27963.35000000
2023-04-06 20:00:00,28065.15000000,28084.18000000,28014.99000000,28041.40000000
2023-04-06 19:00:00,28090.39000000,28165.88000000,28046.88000000,28065.14000000
2023-04-06 18:00:00,27952.78000000,28181.05000000,27943.76000000,28090.39000000
2023-04-06 17:00:00,27891.16000000,27978.54000000,27888.26000000,27952.78000000
2023-04-06 16:00:00,27903.73000000,27979.01000000,27750.00000000,27891.16000000
2023-04-06 15:00:00,27945.51000000,28085.00000000,27856.54000000,27903.73000000
2023-04-06 14:00:00,27849.99000000,27954.42000000,27846.12000000,27945.52000000
